frame,time_ms,hand_label,imu_roll,imu_pitch,imu_yaw,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z,index_abduction,index_dip_flex,index_mcp_flex,index_pip_flex,middle_abduction,middle_dip_flex,middle_mcp_flex,middle_pip_flex,pinky_abduction,pinky_dip_flex,pinky_mcp_flex,pinky_pip_flex,ring_abduction,ring_dip_flex,ring_mcp_flex,ring_pip_flex,thumb_abduction,thumb_cmc_flex,thumb_ip_flex,thumb_mcp_flex,wrist_pitch_from_camera,wrist_pitch_world,wrist_roll_from_camera,wrist_roll_world,wrist_yaw_world
50,694567.889,Left,-0.08135190783335573,0.8602567820773741,-0.09495142542256434,0.9079418602757967,-0.01714605759030203,0.41792720897305574,-0.026161786407424347,-0.1749428889903556,0.37811273027975023,1.6980387361955263,0.6815215109166672,0.0,0.2961719087430761,1.458658996820673,0.733684706008574,0.2673546536516807,0.3219788336045437,1.5476116477461557,0.7995545652341818,0.1426681710086084,0.3818521552723251,1.9393605233739972,0.30801513220184606,-0.757209357545141,0.663117902246098,0.1582285237553589,0.07464073028326013,-0.3249566637508234,-0.13168222363662987,-2.583175367333815,2.0336962979303554,-1.8743406603111241
93,696020.333,Right,-0.15994709462633805,0.896160204777958,-0.17246858975841942,0.8980424506549306,-0.03453999204295248,0.4364478938283148,-0.04289500838311331,-0.2037754086700945,0.5968851024620498,1.5403343970315022,0.9307519271054496,0.0,0.9023316170655433,1.4032732802984096,0.9748255358295199,0.316490694640812,0.8024432237720167,1.4770586396867034,1.026945227498556,0.17387623502060492,1.1947043813233842,1.9799165194701496,0.4431054555838032,-0.6997004495202619,0.5634846381365697,0.2526064227899778,0.1600735163380489,-0.41617597171673515,-0.04103532274573099,-1.9610222561363257,2.184662267561592,-2.0422491468796147
95,696087.889,Right,-0.16243101311303199,0.8958878280978329,-0.16955969937113904,0.8981172554315601,-0.036305254385335904,0.4363270120768625,-0.0410616917841376,-0.19010967442287283,0.5158810760228181,1.6932689795743583,0.5617858972562981,0.0,0.7090019993039145,1.6554957563848467,0.5847585725431657,0.22195777758249627,0.5210305672146469,2.2390454138438862,0.5755794201105062,0.16584258735943275,1.1454927326294724,2.2263452148002227,0.44899651391009154,-0.8022693474129077,0.6193146840937582,0.21782127339675705,0.14398456440158647,-0.34542799817560177,0.055940980018861226,-3.066241688251398,1.9820853412774777,-2.028004835776453
96,696121.667,Right,-0.1634744315989006,0.8932434364663563,-0.16911099901521506,0.8986670376342523,-0.03701856839157612,0.43516015641528366,-0.04077768179460052,-0.1867106934049061,0.5517967307482583,1.651220628278243,0.847542535749159,0.0,1.363642338977997,1.3309328518989996,1.1255110430184398,0.3564864433678191,0.4387202884080126,2.0103149080597107,1.1447207715961458,0.19485954712343775,0.7865068309909682,2.0466933030181886,0.6867086293415832,-0.7555478412669023,0.6285123582902452,0.2535838666068235,0.2298731876787512,-0.3350037433063959,-0.0631447742543818,-2.296740346541795,2.008627410090881,-1.9097222381008259
97,696155.444,Right,-0.16419471256882318,0.8904136220246534,-0.17062900825402622,0.8992195949148855,-0.03717017160473351,0.4339396695129473,-0.04145915685319858,-0.1942286691994875,0.7778071679491507,1.7446110618346178,0.8080895472749878,0.0,1.3334358539262097,1.383353819165385,1.0211490717630323,0.41439645734837877,0.8595306993443015,1.8389220799534562,0.7298438942818066,0.20029949561745203,0.978977406732267,1.9405064967196404,0.31463093244397644,-0.8642151308972362,0.7090786603919343,0.04663309749970779,0.1427929809342081,-0.12131808093730884,0.014434241274742956,-1.8434564434457792,1.6688952212801909,-1.6979739437094683
98,696189.222,Right,-0.1636581497066363,0.8889835877056648,-0.17273500761903945,0.8994862212122705,-0.03655252378314755,0.43332847506439226,-0.042601450124629806,-0.20246753880738672,1.0244781170354806,1.721609197750606,0.9384922644880591,0.0,1.3115848183003875,1.3868530019832972,1.1292743660377322,0.44328532911131435,1.1349782471622483,1.6647566279475454,0.847172187111882,0.23342399611319012,0.9386661391945834,1.9093258582255737,0.4676474419817551,-0.8201899070429196,0.7663364809894566,0.11872981045960307,0.20912787144191736,-0.18551338484599716,-0.036426658316030154,-2.046353664705395,1.8048751605416062,-1.742207339385433
99,696223.000,Right,-0.16260288547410798,0.8865776647766184,-0.1749627401107598,0.8999623524026592,-0.035731652222230834,0.4322708690616348,-0.04396486151508165,-0.21988203434216927,0.8170780679469791,1.6092648830828595,0.9590849940698964,0.0,1.0323599906859435,1.343392153833821,1.1024758392035623,0.45976946161333854,1.309253395185629,1.4906804588821574,0.7780323615321603,0.2281719700087216,0.933814811820771,1.803068421358046,0.5246009883518155,-0.8273349372135308,0.837005033377352,0.22780861561736598,0.32689249095313233,-0.2915534915122981,-0.12300595565972212,-2.136601421373862,2.074741144694472,-1.8124890702247498
101,696290.556,Right,-0.1545632543052735,0.8893057822121839,-0.17564062403478148,0.8995096121125998,-0.03181445785434291,0.4333209467585905,-0.045861259126994944,-0.1962390759788624,0.7189702000204803,1.5099585431331566,0.9075807844926094,0.0,0.8041631211562059,1.3081791721376785,1.0390231024765013,0.40136280735034363,1.1167281814446968,1.4531539596687353,0.76157762807801,0.19232973879444323,0.6051229157041846,1.7643449629984036,0.5720785243788176,-0.7942357916323767,0.8996162335016962,0.1572508797642107,0.3097043103398285,-0.3364615575625309,-0.1446287452744831,-2.333295286200756,2.0955945850892523,-1.8641117468873865
109,696560.778,Right,-0.14402053356967331,0.9052150205668796,-0.16877461773007618,0.8964392899612516,-0.027709071897336388,0.4400801752716595,-0.044252074315461944,-0.16103366279361403,0.7896996078127803,1.2787687018236364,1.2040200025894183,0.0,0.8950750679431145,1.1995475185857858,1.2603470976403672,0.338282737114019,1.398015971255155,1.1882070517082035,1.0815552980817182,0.15897075868628235,0.8048472679191492,1.6671310036990936,0.9053275081351702,-0.6912702859965403,0.7077103313141198,0.20483906074117542,0.350427045521585,-0.5995982610481093,-0.22676177868085937,-2.41759169720856,2.5192032367365815,-2.143827403653227
110,696594.556,Right,-0.1464487631198082,0.9111909037846276,-0.17161003282185686,0.8950565885911351,-0.027848388798558398,0.44283382625807366,-0.04468078762240179,-0.17289544836076312,0.7320788168054508,1.2242888630147386,1.1815540842942274,0.0,0.849641636887903,1.1747082486125722,1.2182869078669116,0.3814201653726008,1.3822898078995371,1.287567396336857,0.9205805528558351,0.1735430603361581,0.8099653169544125,1.708702836169762,0.737059637724776,-0.6764465960347773,0.7200216361573641,0.28633290507188436,0.4940121434366018,-0.575703136327061,-0.24171394527666032,-2.392863254315311,2.516754659893054,-2.1013697771375908
