frame,time_ms,hand_label,imu_roll,imu_pitch,imu_yaw,imu_quat_w,imu_quat_x,imu_quat_y,imu_quat_z,index_abduction,index_dip_flex,index_mcp_flex,index_pip_flex,middle_abduction,middle_dip_flex,middle_mcp_flex,middle_pip_flex,pinky_abduction,pinky_dip_flex,pinky_mcp_flex,pinky_pip_flex,ring_abduction,ring_dip_flex,ring_mcp_flex,ring_pip_flex,thumb_abduction,thumb_cmc_flex,thumb_ip_flex,thumb_mcp_flex,wrist_pitch_from_camera,wrist_pitch_world,wrist_roll_from_camera,wrist_roll_world,wrist_yaw_world
52,694624.444,Right,-0.13414498262719177,0.8407588735806155,-0.12461944011594861,0.9108169377350978,-0.03571269285509982,0.41020911755603506,-0.029420900356640654,-0.18867161817753614,0.6154867182832908,0.13024042279212322,0.4136243933794215,0.0,0.5276485927744861,0.32922858058855997,0.5676919960952524,0.2778248241810003,0.6082632400858197,0.7194796250075224,0.28823007049994853,0.15860187814170398,0.5011259107383332,0.40285445539240605,0.9067741592116678,-0.8775222266603123,0.2206150762942909,0.2935190521735418,0.37562340609108746,-0.2249052687207945,-0.08408224838945018,1.1864151538296344,-1.1368798784249659,-1.7421599943235735
53,694658.222,Left,-0.13560835272367527,0.8405753418755099,-0.12628794626960518,0.910802880223471,-0.03604467209593475,0.4101774824916151,-0.02988859058180744,-0.15772354515616543,0.4992472928807339,0.27242876823208073,0.44792128809037646,0.0,0.2346374927937398,0.4873336420050913,0.6712119363539593,0.21330941998690436,0.3953267756595493,0.8020477528561392,0.33924252680136613,0.12203118939508592,0.4625286243817319,0.645134539384443,0.7496392296152363,-0.8462372506535615,0.21174035215418296,0.31199484404334443,0.40827935171260554,-0.23646540261021792,-0.16209781857602415,0.6398488189891142,-1.239401271683594,-1.6891058113972235
57,694793.333,Left,-0.13727569507422832,0.8426601625900727,-0.1332060166467356,0.9102453271436722,-0.035292533524800614,0.41127228970764684,-0.03260345394493259,-0.1501340998962241,0.8091779375530259,0.4528897831673393,0.7681306285511162,0.0,0.38423635929947686,0.658888123932341,0.9824823165454579,0.13140981909949886,0.5510781537383758,1.0272300706716369,0.547557872689787,0.056752439406209304,0.6333064798280126,0.8685058094081985,0.8833974895909078,-0.8951393939769732,0.442039895958954,0.5127449256846108,0.4636665767242416,-0.5268901721735872,-0.3769691031157492,-0.6395837490013784,-1.0908934740029195,-1.902315575060036
59,694860.889,Left,-0.1290015241208123,0.846696209144431,-0.12828287707730412,0.9096490748913966,-0.032367471606109796,0.41288471933510307,-0.031892254085077204,-0.20381923111661884,1.0303703536739932,0.3546129790332375,0.4682842583799598,0.0,0.4079111932926427,0.5715621661083454,0.9888197233336555,0.3213940501616917,0.18852214311773574,1.0430398936013558,0.5064057960051396,0.1464130976515177,0.6402220350193759,0.7453642776274849,0.9594845357428845,-0.9738645212447621,0.25295543979976554,0.5180933020729932,0.3859644042536159,-0.4410765947359055,-0.3746301739688438,-0.011070548270261696,-1.0248927867494626,-1.796669762319425
60,694894.667,Left,-0.11843866400509674,0.8495322106987097,-0.11902166841694316,0.9093785054414081,-0.02936238907705554,0.4138642693775133,-0.02974811727581279,-0.2331773643795243,0.6663505162518835,0.41373843201831706,0.8094130974883154,0.0,0.3121998613950301,0.7550307057104999,0.9554319036345591,0.37235762682179724,0.16932935713218678,0.9086395279562725,0.6076451828607738,0.15890203490895247,0.6057016453861244,0.8863785040826073,0.7816089130901478,-0.9894742384214127,0.33059975916294837,0.5772944389348957,0.32244235848084335,-0.4750801389457715,-0.4312334517074938,-0.9727464512977839,-1.2320283480520413,-1.8032435409091767
61,694928.444,Left,-0.10844375871321826,0.8525488067871815,-0.10902562798722353,0.9090448206292008,-0.026776444757291323,0.414949131075698,-0.027161640467892306,-0.2230180312234816,0.6548680702055454,0.6362655802929553,0.5980348330433802,0.0,0.40170508053305065,0.7052868018548741,1.0189434628313139,0.36513961816931845,0.55622438381647,0.8412222326972638,0.3983060360329316,0.1396326885495397,0.5733418493397227,0.8423089080308683,0.7777781738113263,-1.0400351477008551,0.4253412099378884,0.4239154999027557,0.45931740283604805,-0.42943204000522994,-0.2958340445707083,-1.0998259199925962,-1.2571568901644805,-1.8533915197218216
68,695164.889,Right,-0.001275224378729841,0.8768672789518107,0.022843197341300192,0.9053553956938656,-0.005425878629540095,0.42448740619188563,0.010611753558513775,-0.19970178056325172,0.2068460600642159,0.6346892032380507,0.7117598365279076,0.0,0.35775766187712366,0.9771608856015859,0.5236815949394642,0.4316259668313913,0.6290851899873355,0.9434459817800929,0.09345855398717928,0.18397459562697224,0.1809029123753847,1.2518713139780622,0.17699934568110098,-0.9797431826534339,0.8243952076887942,0.10548494469440017,0.2018305859452698,-0.37063558573466554,-0.5049385574614269,-2.2249179068283205,3.011448998640137,-1.6248786296638165
69,695198.667,Right,0.014460428602105137,0.8791171364295169,0.04332885304494323,0.904770243552811,-0.0026768039390284164,0.42557079419636384,0.016526954623746332,-0.2193935422798156,0.38758384513947153,0.5528390602616264,0.5984169134935469,0.0,0.26141892600040784,0.5697713652220848,0.9110383555898904,0.4738720518481699,0.8143242882248769,0.28228677283077896,0.5569607820861973,0.22522929811435952,0.34565446517294696,0.6915274105427023,0.6393823395841158,-0.9285208155433319,0.6666407196943149,0.22414616004881216,0.059278397490742485,-0.35173478076072356,-0.34975583323554627,-2.0543943320219227,2.892622776427487,-1.7212429757835903
70,695232.444,Right,0.03205113934779009,0.8798363705260046,0.06591077299093072,0.904403971625126,0.0004610077221131858,0.426057288003476,0.022987625360215654,-0.19537682042993518,0.26312717104105365,0.5135362109894075,0.6842490590670818,0.0,0.209836419601499,0.5274426992408134,0.8234751719436932,0.4838774532778409,1.0175371674792584,0.25742808705944187,0.5309181894504338,0.2196842056827274,0.38219881586322924,0.6301252971715692,0.6234130572236896,-0.8988226821998426,0.7204856790499461,0.25379100280085964,0.025023067872238958,-0.37926612168795254,-0.3211872700273382,-1.933154745223013,-3.008244996673827,-1.7798325955498955
71,695266.222,Right,0.04269519224909206,0.879002957840965,0.07980389458960001,0.904399838864532,0.002332517783677034,0.4258234192993217,0.027016779949345822,-0.17517560438353952,0.41114643971994,0.5100681958658244,0.5266748700901407,0.0,0.2591148301403541,0.47495697208990206,0.8842727314163379,0.4327283776143363,0.744653992738741,0.2830113069260518,0.5303605888204168,0.18803677861861814,0.3853118902579715,0.6335131611471922,0.6261698108709992,-0.8850264941409135,0.7403844239432167,0.2952457736681682,0.11004904183229103,-0.3307087700176903,-0.2869401248392322,-1.9264867373488501,2.9996624290029548,-1.7429636299721902
72,695300.000,Right,0.05150074045390107,0.8795180709482033,0.08997167622656245,0.9041320989899903,0.004135557573259049,0.42619746284776044,0.029728225672664206,-0.2044053353666535,0.19992306070052868,0.513689764910747,0.5977955602916687,0.0,0.18011314680280588,0.4707992445618405,0.82454680893292,0.5167377073570293,0.7111353867228747,0.13690949596641877,0.6072533971737286,0.22360437129975666,0.3733135182547822,0.6783163828177088,0.4796179082825063,-0.9625726086128162,0.582533112200077,0.21576305246902638,0.15561984834689424,-0.2280150479738306,-0.1758619661574851,-1.7546247006087647,-3.124967231417709,-1.6992221191851167
